id,question,gold_answer,predicted_answer,exact_match,f1,precision,recall,inference_time_sec
56be8e613aeaaa14008c90d3,What is the AFC short for?,American Football Conference,American Football Conference,1,1.0,1.0,1.0,0.016617774963378906
56bea9923aeaaa14008c91b9,What was the theme of Super Bowl 50?,"""golden anniversary""",American football game to determine the champion of the National Football League (NFL),0,0.0,0.0,0.0,0.01677250862121582
56bea9923aeaaa14008c91b9,What was the theme of Super Bowl 50?,gold-themed,American football game to determine the champion of the National Football League (NFL),0,0.0,0.0,0.0,0.01746964454650879
56bea9923aeaaa14008c91b9,What was the theme of Super Bowl 50?,gold,American football game to determine the champion of the National Football League (NFL),0,0.0,0.0,0.0,0.017717838287353516
56bea9923aeaaa14008c91ba,What does AFC stand for?,American Football Conference,American Football Conference,1,1.0,1.0,1.0,0.01767587661743164
56bea9923aeaaa14008c91ba,What does AFC stand for?,American Football Conference,American Football Conference,1,1.0,1.0,1.0,0.013455867767333984
56bea9923aeaaa14008c91ba,What does AFC stand for?,American Football Conference,American Football Conference,1,1.0,1.0,1.0,0.015221357345581055
56bea9923aeaaa14008c91bb,What day was the Super Bowl played on?,"February 7, 2016","February 7, 2016",1,1.0,1.0,1.0,0.017795085906982422
56bea9923aeaaa14008c91bb,What day was the Super Bowl played on?,February 7,"February 7, 2016",0,0.8,0.6666666666666666,1.0,0.01553964614868164
56bea9923aeaaa14008c91bb,What day was the Super Bowl played on?,"February 7, 2016","February 7, 2016",1,1.0,1.0,1.0,0.015542030334472656
56beace93aeaaa14008c91df,Who won Super Bowl 50?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.013208866119384766
56beace93aeaaa14008c91df,Who won Super Bowl 50?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.0157010555267334
56beace93aeaaa14008c91df,Who won Super Bowl 50?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.01801466941833496
56beace93aeaaa14008c91e0,What venue did Super Bowl 50 take place in?,Levi's Stadium,Levi's Stadium,1,1.0,1.0,1.0,0.017234325408935547
56beace93aeaaa14008c91e0,What venue did Super Bowl 50 take place in?,Levi's Stadium,Levi's Stadium,1,1.0,1.0,1.0,0.02129220962524414
56beace93aeaaa14008c91e0,What venue did Super Bowl 50 take place in?,Levi's Stadium in the San Francisco Bay Area at Santa Clara,Levi's Stadium,0,0.33333333333333337,1.0,0.2,0.01827549934387207
56beace93aeaaa14008c91e1,What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California",0,0.8,0.6666666666666666,1.0,0.019657611846923828
56beace93aeaaa14008c91e1,What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California",0,0.8,0.6666666666666666,1.0,0.015545368194580078
56beace93aeaaa14008c91e1,What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California",0,0.8,0.6666666666666666,1.0,0.01364588737487793
56beace93aeaaa14008c91e2,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Super Bowl L,1,1.0,1.0,1.0,0.013288736343383789
56beace93aeaaa14008c91e2,"If Roman numerals were used, what would Super Bowl 50 have been called?",L,Super Bowl L,0,0.5,0.3333333333333333,1.0,0.016179561614990234
56beace93aeaaa14008c91e2,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Super Bowl L,1,1.0,1.0,1.0,0.015378952026367188
56beace93aeaaa14008c91e3,Super Bowl 50 decided the NFL champion for what season?,2015,2015,1,1.0,1.0,1.0,0.02028632164001465
56beace93aeaaa14008c91e3,Super Bowl 50 decided the NFL champion for what season?,the 2015 season,2015,0,0.6666666666666666,1.0,0.5,0.019988298416137695
56beace93aeaaa14008c91e3,Super Bowl 50 decided the NFL champion for what season?,2015,2015,1,1.0,1.0,1.0,0.013678312301635742
56bf10f43aeaaa14008c94fd,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,2016,0,0.0,0.0,0.0,0.0165250301361084
56bf10f43aeaaa14008c94fd,What year did the Denver Broncos secure a Super Bowl title for the third time?,2016,2016,1,1.0,1.0,1.0,0.019636869430541992
56bf10f43aeaaa14008c94fd,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,2016,0,0.0,0.0,0.0,0.01861715316772461
56bf10f43aeaaa14008c94fe,What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California",0,0.8,0.6666666666666666,1.0,0.01993417739868164
56bf10f43aeaaa14008c94fe,What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California",0,0.8,0.6666666666666666,1.0,0.013501882553100586
56bf10f43aeaaa14008c94fe,What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California",0,0.8,0.6666666666666666,1.0,0.016674518585205078
56bf10f43aeaaa14008c94ff,What stadium did Super Bowl 50 take place in?,Levi's Stadium,Levi's Stadium,1,1.0,1.0,1.0,0.014050006866455078
56bf10f43aeaaa14008c94ff,What stadium did Super Bowl 50 take place in?,Levi's Stadium,Levi's Stadium,1,1.0,1.0,1.0,0.013542413711547852
56bf10f43aeaaa14008c94ff,What stadium did Super Bowl 50 take place in?,Levi's Stadium,Levi's Stadium,1,1.0,1.0,1.0,0.017286062240600586
56bf10f43aeaaa14008c9500,What was the final score of Super Bowl 50?,24–10,24–10,1,1.0,1.0,1.0,0.016961097717285156
56bf10f43aeaaa14008c9500,What was the final score of Super Bowl 50?,24–10,24–10,1,1.0,1.0,1.0,0.016897916793823242
56bf10f43aeaaa14008c9500,What was the final score of Super Bowl 50?,24–10,24–10,1,1.0,1.0,1.0,0.016592979431152344
56bf10f43aeaaa14008c9501,"What month, day and year did Super Bowl 50 take place?","February 7, 2016","February 7, 2016",1,1.0,1.0,1.0,0.017693281173706055
56bf10f43aeaaa14008c9501,"What month, day and year did Super Bowl 50 take place?","February 7, 2016","February 7, 2016",1,1.0,1.0,1.0,0.0167691707611084
56bf10f43aeaaa14008c9501,"What month, day and year did Super Bowl 50 take place?","February 7, 2016","February 7, 2016",1,1.0,1.0,1.0,0.01643228530883789
56d20362e7d4791d009025e8,What year was Super Bowl 50?,2015,2015,1,1.0,1.0,1.0,0.015889406204223633
56d20362e7d4791d009025e8,What year was Super Bowl 50?,2016,2015,0,0.0,0.0,0.0,0.015991926193237305
56d20362e7d4791d009025e8,What year was Super Bowl 50?,2016,2015,0,0.0,0.0,0.0,0.01632237434387207
56d20362e7d4791d009025e9,What team was the AFC champion?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.018157958984375
56d20362e7d4791d009025e9,What team was the AFC champion?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.015787124633789062
56d20362e7d4791d009025e9,What team was the AFC champion?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.010872840881347656
56d20362e7d4791d009025ea,What team was the NFC champion?,Carolina Panthers,Carolina Panthers,1,1.0,1.0,1.0,0.010782957077026367
56d20362e7d4791d009025ea,What team was the NFC champion?,Carolina Panthers,Carolina Panthers,1,1.0,1.0,1.0,0.010968685150146484
56d20362e7d4791d009025ea,What team was the NFC champion?,Carolina Panthers,Carolina Panthers,1,1.0,1.0,1.0,0.011014461517333984
56d20362e7d4791d009025eb,Who won Super Bowl 50?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.010956764221191406
56d20362e7d4791d009025eb,Who won Super Bowl 50?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.011688947677612305
56d20362e7d4791d009025eb,Who won Super Bowl 50?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.011531352996826172
56d600e31c85041400946eae,Super Bowl 50 determined the NFL champion for what season?,2015,2015,1,1.0,1.0,1.0,0.012411355972290039
56d600e31c85041400946eae,Super Bowl 50 determined the NFL champion for what season?,the 2015 season,2015,0,0.6666666666666666,1.0,0.5,0.012974739074707031
56d600e31c85041400946eae,Super Bowl 50 determined the NFL champion for what season?,2015,2015,1,1.0,1.0,1.0,0.012993574142456055
56d600e31c85041400946eb0,Which team won Super Bowl 50.,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.01267242431640625
56d600e31c85041400946eb0,Which team won Super Bowl 50.,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.01260828971862793
56d600e31c85041400946eb0,Which team won Super Bowl 50.,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.01254892349243164
56d600e31c85041400946eb1,Where was Super Bowl 50 held?,"Santa Clara, California.","Levi's Stadium in the San Francisco Bay Area at Santa Clara, California",0,0.42857142857142855,0.2727272727272727,1.0,0.012587308883666992
56d600e31c85041400946eb1,Where was Super Bowl 50 held?,Levi's Stadium,"Levi's Stadium in the San Francisco Bay Area at Santa Clara, California",0,0.3076923076923077,0.18181818181818182,1.0,0.012020111083984375
56d600e31c85041400946eb1,Where was Super Bowl 50 held?,Levi's Stadium,"Levi's Stadium in the San Francisco Bay Area at Santa Clara, California",0,0.3076923076923077,0.18181818181818182,1.0,0.01186680793762207
56d9895ddc89441400fdb50e,The name of the NFL championship game is?,Super Bowl,Super Bowl 50,0,0.8,0.6666666666666666,1.0,0.011985063552856445
56d9895ddc89441400fdb50e,The name of the NFL championship game is?,Super Bowl,Super Bowl 50,0,0.8,0.6666666666666666,1.0,0.012025117874145508
56d9895ddc89441400fdb50e,The name of the NFL championship game is?,Super Bowl,Super Bowl 50,0,0.8,0.6666666666666666,1.0,0.011940956115722656
56d9895ddc89441400fdb510,What 2015 NFL team one the AFC playoff?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.011850595474243164
56d9895ddc89441400fdb510,What 2015 NFL team one the AFC playoff?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.011694669723510742
56d9895ddc89441400fdb510,What 2015 NFL team one the AFC playoff?,Denver Broncos,Denver Broncos,1,1.0,1.0,1.0,0.012176275253295898
56be4e1facb8001400a502f6,Which Carolina Panthers player was named Most Valuable Player?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011952400207519531
56be4e1facb8001400a502f6,Which Carolina Panthers player was named Most Valuable Player?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011691808700561523
56be4e1facb8001400a502f6,Which Carolina Panthers player was named Most Valuable Player?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011539936065673828
56be4e1facb8001400a502f9,How many appearances have the Denver Broncos made in the Super Bowl?,8,eight,0,0.0,0.0,0.0,0.011569023132324219
56be4e1facb8001400a502f9,How many appearances have the Denver Broncos made in the Super Bowl?,eight,eight,1,1.0,1.0,1.0,0.01162576675415039
56be4e1facb8001400a502f9,How many appearances have the Denver Broncos made in the Super Bowl?,eight,eight,1,1.0,1.0,1.0,0.011607646942138672
56be4e1facb8001400a502fa,What year was the Carolina Panthers franchise founded?,1995,1995,1,1.0,1.0,1.0,0.011656522750854492
56be4e1facb8001400a502fa,What year was the Carolina Panthers franchise founded?,1995,1995,1,1.0,1.0,1.0,0.011616706848144531
56be4e1facb8001400a502fa,What year was the Carolina Panthers franchise founded?,1995,1995,1,1.0,1.0,1.0,0.011297941207885742
56beaa4a3aeaaa14008c91c2,What team did the Panthers defeat?,Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.011393547058105469
56beaa4a3aeaaa14008c91c2,What team did the Panthers defeat?,the Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.01134181022644043
56beaa4a3aeaaa14008c91c2,What team did the Panthers defeat?,Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.011674642562866211
56beaa4a3aeaaa14008c91c3,Who did the Broncos prevent from going to the Super Bowl?,New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.01190638542175293
56beaa4a3aeaaa14008c91c3,Who did the Broncos prevent from going to the Super Bowl?,the New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.011695384979248047
56beaa4a3aeaaa14008c91c3,Who did the Broncos prevent from going to the Super Bowl?,New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.011543989181518555
56bead5a3aeaaa14008c91e9,Who did the Panthers beat in the NFC Championship Game?,Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.011384248733520508
56bead5a3aeaaa14008c91e9,Who did the Panthers beat in the NFC Championship Game?,the Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.011512517929077148
56bead5a3aeaaa14008c91e9,Who did the Panthers beat in the NFC Championship Game?,Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.01160120964050293
56bead5a3aeaaa14008c91ea,Who lost to the Broncos in the AFC Championship?,New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.011634349822998047
56bead5a3aeaaa14008c91ea,Who lost to the Broncos in the AFC Championship?,the New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.011802434921264648
56bead5a3aeaaa14008c91ea,Who lost to the Broncos in the AFC Championship?,New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.011411666870117188
56bead5a3aeaaa14008c91eb,Who were the defending Super Bowl champions?,New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.011376142501831055
56bead5a3aeaaa14008c91eb,Who were the defending Super Bowl champions?,the New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.011400461196899414
56bead5a3aeaaa14008c91eb,Who were the defending Super Bowl champions?,New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.011674165725708008
56bead5a3aeaaa14008c91ec,How many teams have been in the Super Bowl eight times?,four,four,1,1.0,1.0,1.0,0.011598587036132812
56bead5a3aeaaa14008c91ec,How many teams have been in the Super Bowl eight times?,four,four,1,1.0,1.0,1.0,0.011600017547607422
56bead5a3aeaaa14008c91ec,How many teams have been in the Super Bowl eight times?,four,four,1,1.0,1.0,1.0,0.011516809463500977
56bead5a3aeaaa14008c91ed,Who was this season's NFL MVP?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011359930038452148
56bead5a3aeaaa14008c91ed,Who was this season's NFL MVP?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011802911758422852
56bead5a3aeaaa14008c91ed,Who was this season's NFL MVP?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.01196146011352539
56bf159b3aeaaa14008c9507,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?,15–1,15–1,1,1.0,1.0,1.0,0.012182950973510742
56bf159b3aeaaa14008c9507,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?,15–1,15–1,1,1.0,1.0,1.0,0.01269674301147461
56bf159b3aeaaa14008c9507,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?,15–1,15–1,1,1.0,1.0,1.0,0.016017675399780273
56bf159b3aeaaa14008c9508,Which Carolina Panthers team member was picked as the team's MVP in 2015?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.016086578369140625
56bf159b3aeaaa14008c9508,Which Carolina Panthers team member was picked as the team's MVP in 2015?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011040925979614258
56bf159b3aeaaa14008c9508,Which Carolina Panthers team member was picked as the team's MVP in 2015?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011071443557739258
56bf159b3aeaaa14008c9509,What were the win/loss game stats for the Denver Bronco's regular season in 2015?,12–4,12–4,1,1.0,1.0,1.0,0.011364221572875977
56bf159b3aeaaa14008c9509,What were the win/loss game stats for the Denver Bronco's regular season in 2015?,12–4,12–4,1,1.0,1.0,1.0,0.011465787887573242
56bf159b3aeaaa14008c9509,What were the win/loss game stats for the Denver Bronco's regular season in 2015?,12–4,12–4,1,1.0,1.0,1.0,0.011317729949951172
56bf159b3aeaaa14008c950a,How many teams have played in the Super Bowl eight times?,4,four,0,0.0,0.0,0.0,0.012498617172241211
56bf159b3aeaaa14008c950a,How many teams have played in the Super Bowl eight times?,four,four,1,1.0,1.0,1.0,0.011340856552124023
56bf159b3aeaaa14008c950a,How many teams have played in the Super Bowl eight times?,four,four,1,1.0,1.0,1.0,0.011471033096313477
56bf159b3aeaaa14008c950b,Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?,New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.011645793914794922
56bf159b3aeaaa14008c950b,Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?,the New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.01156759262084961
56bf159b3aeaaa14008c950b,Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?,New England Patriots,New England Patriots,1,1.0,1.0,1.0,0.011779069900512695
56d2045de7d4791d009025f3,Who is the quarterback for the Panthers?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.01132345199584961
56d2045de7d4791d009025f3,Who is the quarterback for the Panthers?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011604070663452148
56d2045de7d4791d009025f3,Who is the quarterback for the Panthers?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011771678924560547
56d2045de7d4791d009025f4,Who did Carolina beat in the NFC championship game?,Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.012003898620605469
56d2045de7d4791d009025f4,Who did Carolina beat in the NFC championship game?,the Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.011874675750732422
56d2045de7d4791d009025f4,Who did Carolina beat in the NFC championship game?,Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.011623859405517578
56d2045de7d4791d009025f5,How many times have the Panthers been in the Super Bowl?,2,eight,0,0.0,0.0,0.0,0.011748552322387695
56d2045de7d4791d009025f5,How many times have the Panthers been in the Super Bowl?,second,eight,0,0.0,0.0,0.0,0.011665105819702148
56d2045de7d4791d009025f5,How many times have the Panthers been in the Super Bowl?,second,eight,0,0.0,0.0,0.0,0.011623144149780273
56d2045de7d4791d009025f6,Who did Denver beat in the AFC championship?,New England Patriots,Arizona Cardinals,0,0.0,0.0,0.0,0.011496305465698242
56d2045de7d4791d009025f6,Who did Denver beat in the AFC championship?,the New England Patriots,Arizona Cardinals,0,0.0,0.0,0.0,0.011358261108398438
56d2045de7d4791d009025f6,Who did Denver beat in the AFC championship?,New England Patriots,Arizona Cardinals,0,0.0,0.0,0.0,0.011217594146728516
56d6017d1c85041400946ebe,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011248350143432617
56d6017d1c85041400946ebe,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011614084243774414
56d6017d1c85041400946ebe,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011686325073242188
56d6017d1c85041400946ec1,Who did Denver beat in the 2015 AFC Championship game?,New England Patriots,Arizona Cardinals,0,0.0,0.0,0.0,0.01161503791809082
56d6017d1c85041400946ec1,Who did Denver beat in the 2015 AFC Championship game?,the New England Patriots,Arizona Cardinals,0,0.0,0.0,0.0,0.011535167694091797
56d6017d1c85041400946ec1,Who did Denver beat in the 2015 AFC Championship game?,New England Patriots,Arizona Cardinals,0,0.0,0.0,0.0,0.011488914489746094
56d6017d1c85041400946ec2,Who did the Carolina Panthers beat in the 2015 NFC Championship game?,Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.011564016342163086
56d6017d1c85041400946ec2,Who did the Carolina Panthers beat in the 2015 NFC Championship game?,the Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.011533498764038086
56d6017d1c85041400946ec2,Who did the Carolina Panthers beat in the 2015 NFC Championship game?,Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.011557340621948242
56d98a59dc89441400fdb52a,Who was the 2015 NFL MVP?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.01190948486328125
56d98a59dc89441400fdb52a,Who was the 2015 NFL MVP?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.01164388656616211
56d98a59dc89441400fdb52a,Who was the 2015 NFL MVP?,Cam Newton,Cam Newton,1,1.0,1.0,1.0,0.011524438858032227
56d98a59dc89441400fdb52b,Who did the Panthers beat to become the NFC champs?,Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.01131439208984375
56d98a59dc89441400fdb52b,Who did the Panthers beat to become the NFC champs?,the Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.011321067810058594
56d98a59dc89441400fdb52b,Who did the Panthers beat to become the NFC champs?,Arizona Cardinals,Arizona Cardinals,1,1.0,1.0,1.0,0.01152658462524414
56d98a59dc89441400fdb52e,What year did the Carolina Panthers form?,1995.,1995,1,1.0,1.0,1.0,0.012111186981201172
56d98a59dc89441400fdb52e,What year did the Carolina Panthers form?,1995,1995,1,1.0,1.0,1.0,0.01162576675415039
56d98a59dc89441400fdb52e,What year did the Carolina Panthers form?,1995,1995,1,1.0,1.0,1.0,0.011668920516967773
56be4eafacb8001400a50302,Who was the Super Bowl 50 MVP?,Von Miller,Von Miller,1,1.0,1.0,1.0,0.009444713592529297
56be4eafacb8001400a50302,Who was the Super Bowl 50 MVP?,Von Miller,Von Miller,1,1.0,1.0,1.0,0.00914764404296875
56be4eafacb8001400a50302,Who was the Super Bowl 50 MVP?,Miller,Von Miller,0,0.6666666666666666,0.5,1.0,0.009067535400390625
56be4eafacb8001400a50303,How many fumbles did Von Miller force in Super Bowl 50?,2,two,0,0.0,0.0,0.0,0.009733200073242188
56be4eafacb8001400a50303,How many fumbles did Von Miller force in Super Bowl 50?,two,two,1,1.0,1.0,1.0,0.009026050567626953
56be4eafacb8001400a50303,How many fumbles did Von Miller force in Super Bowl 50?,two,two,1,1.0,1.0,1.0,0.010608196258544922
56be4eafacb8001400a50304,Which team held the scoring lead throughout the entire game?,Broncos,Broncos,1,1.0,1.0,1.0,0.009588479995727539
56be4eafacb8001400a50304,Which team held the scoring lead throughout the entire game?,The Broncos,Broncos,1,1.0,1.0,1.0,0.009076595306396484
56be4eafacb8001400a50304,Which team held the scoring lead throughout the entire game?,Broncos,Broncos,1,1.0,1.0,1.0,0.009142398834228516
56beab833aeaaa14008c91d2,Which Denver linebacker was named Super Bowl MVP?,linebacker Von Miller,Von Miller,0,0.8,1.0,0.6666666666666666,0.009670257568359375
56beab833aeaaa14008c91d2,Which Denver linebacker was named Super Bowl MVP?,Von Miller,Von Miller,1,1.0,1.0,1.0,0.008973360061645508
56beab833aeaaa14008c91d2,Which Denver linebacker was named Super Bowl MVP?,Miller,Von Miller,0,0.6666666666666666,0.5,1.0,0.008985519409179688
56beab833aeaaa14008c91d3,How many solo tackles did Von Miller make at Super Bowl 50?,five solo tackles,five,0,0.5,1.0,0.3333333333333333,0.009030342102050781
56beab833aeaaa14008c91d3,How many solo tackles did Von Miller make at Super Bowl 50?,five,five,1,1.0,1.0,1.0,0.009229898452758789
56beab833aeaaa14008c91d3,How many solo tackles did Von Miller make at Super Bowl 50?,five,five,1,1.0,1.0,1.0,0.008970499038696289
56beab833aeaaa14008c91d4,Who was limited by Denver's defense?,Newton was limited by Denver's defense,Newton,0,0.2857142857142857,1.0,0.16666666666666666,0.009135723114013672
56beab833aeaaa14008c91d4,Who was limited by Denver's defense?,Newton,Newton,1,1.0,1.0,1.0,0.009063959121704102
56beab833aeaaa14008c91d4,Who was limited by Denver's defense?,Newton,Newton,1,1.0,1.0,1.0,0.009014606475830078
56beae423aeaaa14008c91f4,How many times was Cam Newton sacked?,seven,seven,1,1.0,1.0,1.0,0.009213447570800781
56beae423aeaaa14008c91f4,How many times was Cam Newton sacked?,seven,seven,1,1.0,1.0,1.0,0.009017467498779297
56beae423aeaaa14008c91f4,How many times was Cam Newton sacked?,seven,seven,1,1.0,1.0,1.0,0.009037971496582031
56beae423aeaaa14008c91f5,Who won the Super Bowl MVP?,Von Miller,Von Miller,1,1.0,1.0,1.0,0.009087800979614258
56beae423aeaaa14008c91f5,Who won the Super Bowl MVP?,The Broncos,Von Miller,0,0.0,0.0,0.0,0.00929570198059082
56beae423aeaaa14008c91f5,Who won the Super Bowl MVP?,Miller,Von Miller,0,0.6666666666666666,0.5,1.0,0.008977174758911133
56beae423aeaaa14008c91f6,How many turnovers did Cam Newton have?,three,three,1,1.0,1.0,1.0,0.009175300598144531
56beae423aeaaa14008c91f6,How many turnovers did Cam Newton have?,three,three,1,1.0,1.0,1.0,0.00917816162109375
